93	801	3
129	49	3
9	848	3
202	1283	3
190	649	4
20	1310	5
196	1484	5
12	1020	2
193	554	3
233	1550	4
307	803	4
307	615	4
268	7	5
93	821	4
267	1354	3
271	454	5
120	1563	3
295	40	5
133	649	3
179	1118	5
233	504	3
103	789	2
37	1262	1
268	565	1
6	1581	4
274	992	2
51	1395	3
101	271	3
12	1335	4
177	1264	4
235	1183	3
255	299	5
262	1155	5
243	1335	3
278	256	4
42	639	4
82	324	2
150	1094	5
253	443	2
108	1166	3
296	650	3
248	1352	4
143	820	4
300	746	4
63	501	3
91	874	2
221	5	4
267	443	3
292	294	5
212	1592	5
159	1003	2
12	246	4
58	1288	5
4	774	4
124	1581	5
173	660	5
113	697	3
212	658	4
22	1423	2
127	812	4
238	1093	4
180	882	1
290	581	4
249	939	4
200	1406	3
59	1042	5
180	76	2
118	910	3
286	495	5
215	1321	3
215	1419	4
202	483	4
91	1090	3
12	1359	3
212	1155	4
285	1135	5
116	915	2
98	339	1
10	1310	3
64	1436	2
294	1073	4
268	1194	2
84	947	2
249	347	5
136	1069	5
200	680	2
256	272	4
110	1427	4
90	1076	4
214	718	4
180	871	1
188	1274	5
0	40	4
302	1588	4
298	180	3
186	425	4
221	348	2
213	358	4
284	361	4
302	1500	3
95	699	4
71	1290	3
114	165	4
6	1379	3
115	426	3
72	1076	4
268	1216	5
262	1562	5
69	183	3
220	309	4
71	417	5
24	677	4
289	875	5
188	1	4
298	825	3
263	1115	3
199	36	5
186	294	4
183	137	4
62	20	2
12	852	4
297	279	3
234	1464	4
61	1380	4
245	1104	2
53	480	5
62	143	3
10	389	3
91	230	4
7	12	3
306	139	4
302	125	4
255	1017	2
71	516	3
163	1177	2
116	654	4
223	529	4
192	623	3
93	300	2
280	1483	2
129	897	3
127	1537	1
93	1175	1
181	565	3
128	525	1
253	852	4
63	770	4
150	1155	2
44	1521	4
192	1109	3
275	1452	4
275	804	3
233	137	4
180	1551	1
20	337	1
292	1021	3
263	1086	5
9	1007	5
196	1205	3
307	1157	4
220	308	4
130	1107	4
267	254	2
108	1360	3
197	134	3
229	380	4
180	322	1
191	1099	4
233	1162	3
89	1459	4
192	1053	4
127	1178	5
125	588	2
243	821	4
89	20	3
156	1521	3
304	1183	3
118	940	5
20	499	2
230	1511	4
279	689	3
287	55	3
278	1546	2
300	1000	4
71	820	3
89	947	2
307	966	3
58	480	3
93	733	4
129	15	4
25	899	3
55	635	5
81	689	2
61	454	4
275	1102	3
180	899	1
151	806	3
177	565	4
216	341	4
78	825	4
137	791	4
307	1024	5
74	209	2
268	1245	4
306	1104	3
221	299	3
268	509	1
12	378	4
229	480	5
268	1439	4
238	1215	5
244	537	5
55	1369	3
294	971	5
270	537	2
221	721	2
68	866	3
9	783	4
21	858	3
293	994	3
81	1140	1
278	58	4
268	1465	1
5	688	5
242	594	4
297	1511	4
281	76	1
117	125	5
282	522	5
170	1057	4
69	1194	4
9	439	5
244	1511	4
106	919	3
245	591	1
12	50	1
275	1144	4
243	774	2
188	1093	5
225	1070	5
61	1553	4
275	1340	4
213	506	4
305	1238	4
221	470	3
279	1166	5
59	1379	5
55	1183	4
41	784	5
0	1331	5
12	834	4
172	20	4
14	346	1
184	455	4
279	578	3
243	770	4
149	105	4
6	207	4
177	1365	4
177	480	3
94	827	3
233	576	3
96	499	5
108	410	2
116	1196	5
268	881	2
129	714	3
263	366	4
206	518	3
41	81	5
245	326	2
86	991	4
100	1051	3
255	410	4
91	896	3
180	143	2
212	1238	1
291	543	5
245	768	4
273	565	5
187	66	5
17	171	4
4	1206	1
235	957	3
192	910	4
143	959	4
89	1272	5
47	84	4
4	693	2
21	668	5
310	244	4
7	509	5
275	1352	4
221	1592	5
71	1480	4
298	757	4
0	74	5
307	225	3
164	527	4
221	1560	3
180	635	4
199	253	5
233	32	4
243	354	4
89	1521	5
207	527	5
262	1484	4
278	1586	4
1	1057	4
287	931	2
48	662	4
285	1590	5
204	1051	3
21	581	4
233	730	4
222	1427	3
14	1521	3
267	1457	4
93	17	3
273	992	4
6	713	5
267	1194	2
15	966	5
163	1317	3
289	441	4
91	658	4
238	1593	5
55	462	5
247	1465	4
233	582	3
279	846	2
307	137	5
275	198	5
191	892	3
121	1396	4
84	81	3
261	994	2
200	302	3
180	263	2
262	358	4
294	715	4
200	397	4
92	1072	3
158	537	5
157	768	2
292	674	3
81	341	3
275	1511	5
12	271	5
216	1591	3
82	519	4
188	40	5
221	1030	4
145	298	5
266	635	3
125	1115	3
180	1274	1
124	581	4
42	365	4
12	431	1
252	947	2
41	8	3
76	178	4
267	828	3
261	275	3
233	1024	3
28	41	3
235	804	5
157	548	3
155	543	4
231	1579	5
167	1480	5
36	1135	4
140	41	3
234	1519	4
101	1144	3
76	1516	3
89	903	5
185	1440	5
43	519	5
117	876	5
6	543	5
48	838	2
61	1287	1
41	537	4
177	1475	4
84	815	2
76	1064	5
57	1215	2
55	915	4
196	1481	1
285	922	4
89	511	3
180	664	1
294	1058	4
223	547	4
271	1365	4
220	190	3
65	546	1
206	730	5
233	456	3
6	386	5
86	1570	5
194	1105	1
43	462	5
305	78	4
193	1516	3
93	1354	3
166	864	4
107	439	4
229	1051	5
180	281	1
53	662	4
89	509	4
180	1153	2
285	677	4
13	162	4
310	941	2
91	635	5
20	996	1
243	12	1
180	992	4
64	1111	4
36	578	2
43	1277	5
243	311	4
0	821	4
269	1521	5
298	1257	2
93	1430	3
285	1448	4
238	302	5
215	966	5
253	635	3
61	768	2
177	216	4
193	455	4
267	117	3
187	1151	5
275	1115	4
157	918	4
206	565	3
160	835	1
304	259	4
46	1281	3
63	260	4
190	782	3
6	855	5
58	1384	5
68	1196	5
9	1322	3
20	489	4
57	367	4
193	1181	3
6	125	5
112	1107	5
172	1427	5
94	1378	4
15	1073	5
310	259	3
291	523	4
42	1346	4
78	875	4
234	1144	5
124	1058	5
283	619	3
302	441	5
253	855	3
254	641	1
103	806	2
89	356	5
5	696	4
278	976	1
285	438	4
221	1162	3
296	804	5
41	405	3
129	827	4
253	677	3
108	309	1
229	152	2
243	1329	3
5	806	2
35	113	4
255	1277	3
101	658	1
103	1558	4
20	798	5
110	806	4
17	982	5
24	499	4
109	228	3
269	688	5
67	1587	5
82	751	4
5	511	2
88	527	5
127	1365	4
304	1412	4
183	515	2
285	848	5
278	329	3
255	171	5
220	835	5
139	88	3
189	194	2
10	657	3
200	1346	5
149	1511	5
125	41	3
19	640	2
143	480	4
180	1507	1
108	1440	4
84	1045	3
212	1538	3
221	1250	1
222	253	3
214	859	4
217	640	3
173	1498	5
274	1335	3
67	480	1
267	132	4
159	1118	4
194	249	4
223	1276	4
4	1517	1
98	1553	5
1	185	5
291	367	4
71	358	4
84	1321	3
82	1251	5
91	85	2
6	1256	3
286	1224	4
0	1265	2
233	957	2
221	1392	5
23	198	5
6	457	3
81	1093	3
160	730	3
195	429	4
81	1309	3
6	728	2
255	419	4
225	1093	4
278	322	5
307	604	3
15	1360	5
179	1331	3
202	1446	4
144	1093	5
287	180	4
83	480	3
16	518	3
312	789	4
147	495	4
196	818	4
20	1187	5
278	673	3
238	822	5
184	78	5
296	627	4
302	1287	4
185	1395	1
72	1550	3
103	466	2
93	527	3
238	1073	5
196	203	5
279	495	4
0	789	3
223	132	1
302	1530	1
59	206	4
197	511	4
238	1284	5
5	547	3
232	115	4
84	15	4
109	1549	3
183	7	3
98	525	1
12	792	2
200	178	4
12	566	1
213	1467	3
295	1321	4
221	151	3
278	535	4
216	417	2
84	1475	3
238	1465	3
12	144	4
193	529	3
207	174	5
108	1276	3
229	1516	4
58	502	2
312	506	3
69	624	3
61	417	5
197	1465	3
64	1089	4
173	519	5
89	454	5
129	648	3
99	65	2
282	244	5
274	792	3
310	688	5
194	782	4
129	929	4
268	1500	1
285	159	5
6	569	3
55	499	5
209	1559	5
238	367	5
95	151	4
296	159	2
248	1536	3
93	1488	2
83	635	4
274	821	4
134	1528	3
290	287	4
124	940	1
69	58	4
310	367	4
300	628	4
151	1246	5
243	1516	4
274	743	2
52	1251	4
197	1552	2
243	600	4
25	1089	4
150	518	3
123	618	1
23	361	5
270	998	3
306	47	3
293	1247	3
233	661	2
24	874	3
292	272	3
200	244	3
74	866	1
12	1511	5
206	1287	2
1	875	5
312	1440	4
143	1089	4
187	1277	4
275	1281	4
144	1041	1
71	1465	4
82	216	4
180	1018	3
108	803	4
206	686	3
184	527	4
13	521	5
148	644	2
56	507	5
229	702	5
252	5	4
283	162	4
105	1	4
120	1456	3
61	171	2
290	792	4
83	187	4
292	1234	2
206	134	3
193	137	4
108	5	3
282	565	4
296	344	5
180	514	1
77	111	4
10	643	4
307	1270	4
192	57	4
296	1465	3
86	954	4
249	1559	2
7	875	5
185	1414	4
311	66	4
90	1367	3
4	727	1
290	858	3
174	410	5
144	434	2
275	1562	5
82	425	5
101	764	3
152	139	1
61	662	3
267	438	3
206	457	2
312	805	5
285	8	3
278	230	5
275	1064	5
61	1270	4
253	1533	1
82	5	4
62	439	5
15	1276	5
296	1378	2
89	204	5
84	1521	2
41	688	4
302	429	4
273	875	5
103	315	3
93	1096	4
183	688	4
292	1556	3
247	523	4
17	122	3
216	542	1
199	1359	4
200	1414	1
295	499	5
6	1482	3
195	770	4
68	1157	3
71	1423	4
255	728	4
127	417	4
150	656	3
6	74	3
285	252	5
171	101	4
307	1485	4
189	1041	2
81	466	1
307	443	4
58	1238	1
63	1038	3
144	466	2
219	438	4
20	1281	4
284	162	4
206	998	3
197	99	3
219	919	3
209	1144	4
180	1338	1
157	668	2
142	1138	3
74	1587	2
222	1453	2
296	1521	4
275	324	4
298	1577	4
292	76	2
300	377	2
0	1436	4
163	1251	4
95	29	4
290	1553	4
6	796	5
232	403	4
5	891	4
201	769	3
213	789	4
183	719	4
276	1567	3
193	570	1
94	1287	4
24	1567	4
5	455	4
37	98	1
312	443	4
21	661	3
261	189	3
129	1049	3
65	1511	5
20	892	1
180	560	1
261	139	3
205	662	5
221	509	5
75	393	4
150	726	4
313	275	5
12	1457	3
43	511	4
302	792	4
15	627	2
269	1310	5
247	789	5
124	730	5
137	628	5
267	642	2
290	812	5
233	1457	3
238	1484	5
14	1405	3
93	1265	2
135	627	4
222	674	3
81	1073	4
144	167	3
279	565	3
178	1233	1
177	933	4
306	168	4
9	297	5
115	1405	3
22	511	5
307	139	4
184	145	4
187	1587	3
117	259	5
245	1086	4
233	688	4
193	1536	3
93	476	4
121	855	4
311	439	4
261	198	5
153	1070	3
222	735	3
98	146	4
82	583	4
129	433	4
173	803	5
255	456	5
58	403	4
160	230	1
243	1392	3
249	1423	4
42	1102	3
284	654	5
41	936	2
96	1391	5
121	1143	4
221	449	2
3	1529	3
303	947	1
36	146	5
48	1287	1
302	918	4
164	1085	5
175	1281	5
2	1059	1
55	623	3
43	812	4
189	789	4
28	924	4
93	139	4
129	168	3
116	1511	5
302	1120	1
18	777	5
193	361	4
157	476	4
55	798	4
261	291	3
180	92	1
213	272	4
91	656	4
187	1484	5
57	1592	5
243	242	5
133	1109	4
297	405	4
253	1519	4
229	377	3
15	1156	5
150	1434	5
180	1332	1
144	648	3
199	81	5
247	1567	3
296	244	4
311	1538	5
150	454	5
109	358	3
304	10	5
140	511	5
43	866	4
185	22	3
213	521	4
232	640	4
103	78	2
311	1590	2
0	499	4
229	1562	4
55	482	3
204	1207	4
13	139	5
267	600	2
275	1127	3
82	898	3
267	669	3
221	478	3
278	627	4
4	1460	1
111	1405	4
295	944	5
17	1331	3
12	1280	5
86	425	5
9	1558	5
180	1427	3
22	696	4
252	1448	3
233	1321	3
298	915	2
65	495	3
215	139	5
289	640	3
78	1047	2
263	1162	2
3	825	5
143	85	3
137	891	4
63	1475	2
4	495	4
275	677	5
61	1475	5
238	309	5
292	1515	3
129	1465	5
263	1144	4
207	1094	5
23	735	5
278	592	3
2	41	1
100	347	3
161	968	4
222	629	1
98	1216	3
238	1379	3
159	1122	5
171	669	4
302	1312	2
53	597	5
43	1439	3
209	5	5
163	1507	4
298	866	2
27	1194	3
304	507	3
17	548	3
81	73	1
108	1303	4
206	1521	4
91	942	1
108	495	4
14	499	3
57	959	5
302	1557	4
151	339	5
193	1122	2
91	661	3
243	1482	3
176	1283	2
196	662	3
226	875	4
84	788	3
294	144	4
180	495	3
276	111	4
278	1484	4
0	1314	5
17	417	4
275	358	4
86	403	5
176	547	1
212	518	4
124	757	5
290	89	5
24	640	4
287	302	5
206	983	2
270	1093	3
4	422	3
273	113	5
69	1562	5
310	837	2
150	218	5
198	1196	5
200	1156	3
98	784	1
58	529	4
183	731	3
221	172	4
37	441	5
58	792	2
103	807	3
297	338	3
179	555	3
6	469	2
120	1338	5
267	478	1
251	731	4
302	698	4
209	1095	5
233	386	3
311	98	5
307	751	3
233	528	4
74	1369	3
116	812	5
245	1536	3
63	1485	5
84	137	5
238	1024	3
58	516	4
255	101	3
215	1423	5
202	788	1
12	1404	3
143	1590	5
99	1196	3
209	784	5
93	483	4
12	445	1
124	1028	3
0	902	5
75	848	4
293	689	4
293	1507	3
120	789	1
84	518	3
302	1043	3
211	1456	1
5	713	5
180	866	1
278	1448	5
183	361	4
309	1133	5
312	509	3
313	1453	4
12	635	5
42	103	4
57	418	2
214	1187	3
61	1135	2
279	410	5
160	844	3
10	1402	5
93	1294	3
34	486	2
310	1440	4
47	380	3
84	746	4
287	1095	3
183	1254	5
150	898	3
89	413	4
10	1549	3
103	1553	1
105	467	4
180	190	1
36	789	4
275	565	4
21	511	5
69	1570	4
4	688	3
307	1393	4
59	640	5
269	1236	5
242	640	4
91	578	2
80	1239	4
292	515	1
199	506	5
12	895	3
55	300	4
115	1395	4
294	1516	4
62	224	5
294	1238	4
103	190	1
155	1174	5
268	30	1
159	1379	5
236	361	4
286	1500	1
289	55	3
44	897	5
223	833	3
144	1289	2
276	1425	3
64	439	3
271	505	5
115	111	3
183	171	5
284	758	5
221	1414	2
71	275	4
270	137	5
93	718	5
245	643	5
114	1360	5
175	399	3
12	1503	3
128	1405	2
256	447	2
94	495	5
146	1292	5
150	134	4
183	519	3
310	642	3
104	1196	4
157	1143	3
33	406	4
71	1157	5
262	1126	5
199	1563	3
44	1552	4
278	1069	4
144	509	5
70	627	5
181	547	5
192	1213	4
213	662	4
150	502	5
101	619	3
233	217	2
248	1507	2
194	1427	4
108	511	5
221	571	2
281	1135	4
116	1262	2
22	770	4
111	399	1
302	1132	1
251	807	4
150	1085	5
281	399	5
303	1587	5
289	358	3
63	1122	4
27	507	4
167	1343	3
264	483	4
17	902	5
82	1570	5
89	428	5
233	748	4
86	1423	5
25	1246	3
149	489	4
160	688	4
69	425	4
50	417	3
221	1092	4
91	1155	5
203	527	4
163	1246	5
56	1138	3
183	232	4
59	146	3
91	1456	5
42	1559	4
221	1200	4
196	807	4
91	600	3
293	788	3
200	656	2
200	751	2
192	496	3
270	881	4
213	1557	3
72	1028	5
89	137	4
314	249	3
47	1400	3
254	728	1
269	14	4
65	783	3
5	506	4
100	499	3
206	1528	4
143	417	3
84	1142	4
101	405	3
296	81	4
89	1439	5
270	625	5
129	50	1
177	778	3
89	41	3
180	123	1
310	1151	3
266	774	4
200	815	2
193	1508	4
58	1257	3
0	657	4
115	782	3
169	1057	5
59	1339	5
286	818	4
196	966	3
37	1363	5
194	967	4
278	657	4
83	113	4
30	1491	2
315	688	5
24	1521	5
167	784	4
102	476	4
298	81	4
193	506	3
286	1115	5
233	467	4
86	367	4
180	982	1
278	229	2
48	1436	5
295	887	5
43	1393	4
91	527	3
134	715	3
12	554	3
261	642	3
6	597	3
115	797	3
317	1064	4
268	518	4
221	1163	4
81	46	4
278	1125	3
41	1246	4
144	1247	5
183	441	2
48	405	3
176	486	1
312	922	4
31	1139	3
307	211	4
144	1162	5
129	622	3
129	1111	3
164	1135	2
248	111	3
48	107	3
194	807	3
117	309	5
129	1207	4
103	105	3
141	1570	4
118	436	5
302	1104	3
98	875	5
305	1338	5
91	959	2
226	225	5
2	1573	1
93	1072	1
29	1282	3
5	689	3
310	650	4
267	1315	3
261	1334	4
213	344	3
15	1093	5
261	105	2
292	55	4
61	55	5
93	1205	4
12	1270	4
239	761	5
101	441	2
82	806	2
290	783	5
311	275	4
30	791	5
290	1144	4
55	1516	5
108	81	4
109	714	2
58	944	4
245	2	3
64	1423	5
23	991	2
91	1408	3
307	322	4
300	519	4
213	964	4
157	661	4
268	469	2
307	463	3
31	758	3
223	361	4
214	674	5
31	1303	4
153	20	2
200	1396	3
84	438	4
179	1287	5
183	869	3
187	1294	5
304	253	1
143	689	4
72	1104	1
193	611	3
176	1346	4
275	249	4
197	783	4
107	1139	4
188	1094	5
72	1093	4
171	1118	3
119	1369	2
100	483	3
4	1267	3
25	1238	2
267	97	2
275	383	3
12	654	5
127	625	4
103	783	3
292	715	3
255	1521	5
274	547	3
21	1143	5
311	96	5
206	927	3
263	1545	5
136	690	4
306	690	1
41	1155	3
144	728	3
188	47	3
261	635	3
250	1414	2
238	134	5
311	1466	5
91	812	3
80	480	2
310	1562	3
101	1162	3
248	1448	5
94	1095	4
18	366	3
78	439	5
188	782	4
252	1143	5
200	218	3
0	774	3
213	1478	5
6	1024	5
233	55	4
58	1414	3
12	65	2
5	1071	5
81	1338	4
108	1213	5
304	875	5
194	242	3
276	882	4
222	1360	2
91	1024	3
200	547	2
93	134	5
216	1069	4
243	1414	2
312	125	3
180	24	1
115	363	3
302	1475	4
116	758	4
220	399	4
45	433	3
90	275	4
150	1365	5
63	1155	4
89	1334	2
115	665	4
290	1101	3
61	339	3
195	185	3
302	365	2
48	617	5
306	298	4
302	1155	5
285	242	4
290	874	4
234	151	4
253	1250	1
275	1366	5
134	1097	3
56	486	3
275	745	2
6	214	5
249	1588	4
317	1420	2
233	1401	2
288	788	3
86	1470	2
49	271	3
24	511	5
17	618	5
192	600	3
262	1143	4
208	1004	2
206	650	3
313	1376	4
249	1483	4
261	358	3
94	1516	4
93	1504	4
58	132	5
276	788	4
302	604	4
270	364	3
268	1238	3
147	916	1
222	194	2
209	677	5
184	933	4
173	581	1
234	1076	4
275	760	3
98	65	2
307	1581	4
302	1358	2
223	525	2
297	1500	4
43	640	4
314	518	4
214	1094	4
268	367	4
41	1404	5
292	507	3
245	1287	5
100	992	4
91	768	3
248	172	4
59	342	5
12	1405	3
270	607	4
91	1264	4
253	1352	3
310	1346	5
262	1094	4
200	519	3
278	507	3
137	618	4
208	185	5
216	783	4
260	1510	5
175	511	4
302	1336	3
80	238	4
61	145	4
71	1509	4
275	1315	3
87	607	2
48	783	4
262	789	3
8	438	5
91	33	4
248	1556	4
261	1176	3
195	366	5
206	335	3
255	424	2
275	464	4
133	761	5
310	1017	3
180	793	1
202	1414	3
246	260	5
312	1106	3
310	1142	5
250	967	5
226	698	4
58	12	5
200	1550	2
57	439	5
248	1402	4
10	535	3
6	1321	4
91	317	3
159	1093	5
102	410	4
10	1517	3
86	1591	4
44	735	2
292	829	3
290	389	4
253	890	3
48	514	4
221	473	4
160	206	2
267	495	3
58	751	5
176	1156	4
150	1471	4
298	1238	1
28	88	4
29	777	5
296	417	3
314	1464	4
22	1516	4
261	1436	2
320	618	4
190	1176	3
105	1236	4
6	758	4
177	833	3
83	454	5
93	230	5
263	1000	3
238	301	5
89	1028	5
189	662	5
111	20	5
143	449	3
198	511	4
223	40	1
84	874	3
300	1331	5
144	633	1
293	410	5
129	1550	3
102	635	3
151	515	2
266	905	4
285	396	3
199	476	2
4	718	4
159	789	4
5	677	4
157	144	3
296	260	4
249	321	4
56	734	2
57	1196	5
22	586	3
300	1418	4
306	821	3
275	544	1
222	698	1
91	476	3
136	807	5
163	789	5
275	1549	3
212	1115	3
285	839	5
231	1094	4
20	35	1
129	1264	3
221	142	2
0	1158	4
188	62	4
48	1549	1
310	103	3
35	433	4
127	1321	3
150	627	5
247	309	5
212	84	4
202	1511	5
268	1436	4
197	439	1
296	433	4
304	924	5
265	597	3
196	852	3
73	302	5
126	1115	4
193	488	4
176	1093	5
44	596	3
56	275	4
238	137	5
267	1104	2
237	1500	3
200	190	3
130	130	4
269	5	4
158	410	5
229	1331	4
91	1533	4
317	534	4
122	1419	3
266	146	4
231	1298	3
4	940	5
15	1265	3
179	143	4
177	788	3
318	761	5
179	434	3
269	260	5
268	99	2
292	618	5
268	1398	4
53	1246	3
20	688	5
302	1156	5
12	894	4
313	1393	5
150	1257	5
229	855	5
200	146	3
94	121	4
269	337	5
255	650	5
79	467	3
302	777	5
311	635	3
150	586	1
61	511	5
188	53	4
76	1404	5
98	480	5
290	537	3
292	113	2
180	545	1
205	1459	1
82	1483	4
261	941	4
252	527	4
222	347	3
107	875	4
93	818	5
292	1120	1
100	1251	2
266	675	3
200	1247	4
313	135	2
270	339	4
313	778	1
17	1257	4
206	488	4
312	1484	5
20	315	1
214	1069	4
278	510	4
233	899	2
295	722	5
269	1142	4
209	441	5
200	507	4
4	858	2
183	1511	4
103	698	1
274	462	3
184	162	5
275	12	4
215	547	5
20	72	1
15	483	3
146	1057	5
290	1395	4
27	1393	3
28	1282	2
290	483	4
6	669	3
180	94	1
296	1294	3
307	837	4
86	718	5
96	627	5
20	347	3
58	747	3
237	466	3
177	1156	4
185	1504	5
298	233	4
9	1545	5
109	1138	4
108	118	1
156	1395	1
266	642	3
180	399	3
206	151	4
147	145	5
93	367	5
59	499	4
243	326	4
275	1216	4
89	1004	2
233	40	4
105	686	4
215	200	4
293	851	2
322	1567	2
139	1196	4
219	825	4
66	198	5
169	315	3
298	1174	4
6	107	5
274	874	3
43	1395	5
290	418	4
10	322	5
58	649	3
173	1242	1
193	1465	3
56	1559	4
313	1340	4
200	1094	4
183	1265	3
193	1096	4
158	1336	2
185	885	3
180	1417	2
67	783	3
285	1086	3
315	1551	4
279	299	4
12	1338	4
210	410	4
186	751	3
70	757	3
305	1070	5
63	21	4
302	731	3
197	294	5
97	1436	4
52	476	3
298	997	2
253	1487	3
6	449	4
11	807	4
238	582	5
237	339	4
129	853	5
89	1482	5
62	40	3
39	1196	4
297	1181	3
103	399	2
41	1464	4
257	1135	1
147	1144	5
304	137	4
183	1183	4
93	112	3
157	1425	4
6	33	5
173	1587	4
157	1058	5
200	1056	4
275	583	1
277	307	4
228	818	1
100	1500	3
62	537	3
274	481	4
274	1592	3
61	1572	4
229	1465	4
108	381	3
72	677	5
82	1552	3
3	1541	5
129	41	1
63	1236	5
14	596	1
243	627	5
218	818	1
294	202	5
292	1135	3
124	38	2
278	456	3
75	467	3
271	835	4
268	1558	5
243	1234	4
270	101	3
320	78	3
305	378	3
223	88	3
56	915	4
144	877	4
84	731	2
115	783	2
51	1393	4
208	1481	1
144	487	4
207	1331	4
159	137	5
140	784	5
259	776	5
176	315	4
81	396	2
222	138	5
106	665	2
25	1521	3
296	1553	3
243	248	3
14	833	1
285	959	4
81	698	3
166	1315	3
98	1511	5
55	1423	2
292	1205	3
6	1411	3
89	643	4
227	309	3
81	218	3
42	758	4
9	20	4
